"Title","Author Name","ISBN","Synopsis","Year","Stock"
"The Best American Short Plays 2003-2004","Glenn Young","9781557836960","Applause is proud to continue to publish the series that for over 60 years has been the standard of excellence for one-act plays in America. From its inception, The Best American Short Plays has identified new, cutting edge playwrights who have gone on to establish award-winning careers, including Tennessee Williams, Edward Albee, Wendy Wasserstein, Terrence McNally, and David Mamet. This new volume includes John Guare's Woman at a Threshold, Beckoning; John Ford Noonan's The Raunchy Dame in the Chinese Raincoat; Tina Howe's Water Music; and Joe Pintauro's Ten-Dollar Drinks. The subject matter of this 12-play collection, with half of the plays by women, is up to the minute: In Jules Tasca's The Death of Bliss a young Palestinian wife pleads with her husband not to become a suicide bomber. Melanie Marnich's The Right to Remain was commissioned by Mixed Blood Theatre for its Bill of (W)Rights project, designed to explore the state of the U.S. Constitution's Bill of Rights at the beginning of 2004. Peter Maloney's Leash is set in the Abu Ghraib prison in Iraq. And for variety's sake, Deborah Brevoort's Blue Moon Over Memphis is a Noh Drama about Elvis Presley. Other plays rounding out the collection include Jordan Harrison's Fit for Feet; Mary Gallagher's Perfect; and Lavonne Mueller's The Wounded Do Not Cry, the latter inspired by the life of Frances Slanger, forgotten heroine of the Normandy invasion. Susan Miller's The Grand Design was staged in Los Angeles at theCanon Theatre in an evening of original one act plays benefiting Cure Autism Now, starring Lily Tomlin and Eric Stoltz, It was also performed by Marsha Mason and Scott Cohen at Town Hall in New York City for Brave New World, a marathon of plays commemorating 9/11. It was also a finalist for the Actor's Theatre of Louisville's Heideman Award.","2006","3"
"The Best American Poetry 2005","Paul Muldoon","9780743257589","Following the enormous success of her two bestselling novels, The Red Tent and Good Harbor, award-winning author Anita Diamant delivers a book of intimate reflections on the milestones, revelations, and balancing acts of life as a wife, mother, friend, and member of a religious community.Before The Red Tent, before Good Harbor, before and during six books on contemporary Jewish life, Anita Diamant was a columnist. Over the course of two decades, she wrote essays about friendship and family, work and religion, ultimately creating something of a public diary reflecting the shape and evolution of her life -- as well as the trends of her generation.Pitching My Tent collects the finest of these essays, all freshly revised, updated, and enriched with new material, forming a cohesive and compelling narrative. Organized into six parts, the shape of the book reflects the general shape of adult life, chronicling its emotional and practical milestones. There are sections on marriage and the nature of family (""Love, Marriage, Baby Carriage""); on the ties that bind mother and child (""My One and Only""); on the demands and rewards of friendship (""The Good Ship""); on the challenges of balancing Jewish and secular calendars (""Time Wise""); on midlife (""In the Middle""); and on what it means to embrace Judaism in today's culture (""Home for the Soul"").Publishers WeeklyThis extraordinarily popular series enters its 18th year with a strong, entertaining, accessible effort; Muldoon (Hay, Madoc, etc.) avoids polemics and lets readers focus on poems. Elder statesmen and big names put in expected appearances, some of them (A.R. Ammons, Donald Justice, Charles Bukowski) with posthumously published verse. John Ashbery's splendid ""In Dearest, Deepest Winter"" shows him attending to life after 9/11; Lyn Hejinian's contribution (excerpted from a book-length poem) attends to the vagaries of the inner life. Selections from less well-known writers favor clarity, technique, and humor, or at least wry irony: Victoria Chang describes ""Seven Changs"" who share her name; Marlys West's ""Ballad of the Subcontractor"" describes ""the workers who deserted"" her building, and the debate champion who irritated her in high school, ""like a star quarterback but/ Smaller, brighter."" Stacey Harwood assembles a clever prose poem out of nine (fake) ""Contributors' Notes."" The light touch, formal intricacy and attention to whimsy that have helped earn Muldoon international fame are all in evidence here; it makes for a cohesive collection, open to all the usual arguments about what's really ""best""--also always part of the fun. (Sept.) Copyright 2005 Reed Business Information.","2005","3"
"More Mirth of a Nation: The Best Contemporary Humor","Michael J. Rosen","9780060953225","More seriously funny writing from American's most trusted humor anthology  Witty, wise, and just plain wonderful, the inaugural volume of this biennial, Mirth of a Nation, ensured a place for the best contemporary humor writing in the country. And with this second treasury, Michael J. Rosen has once again assembled a triumphant salute to one of America's greatest assets: its sense of humor. More than five dozen acclaimed authors showcase their hilariously inventive works, including Paul Rudnick, Henry Alford, Susan McCarthy, Media Person Lewis Grossberger, Ian Frazier, Richard Bausch, Amy Krouse Rosenthal, Nell Scovell, Andy Borowitz, and Ben Greenman  just to mention a handful so that the other contributors can justify their feelings that the world slights them. But there's more! More Mirth of a Nation includes scads of Unnatural Histories from Randy Cohen, Will Durst's ""Top Top-100 Lists"" (including the top 100 colors, foods, and body parts), and three unabridged (albeit rather short) chapbooks:David Bader's ""How to Meditate Faster"" (Enlightenment for those who keep asking, ""Are we done yet?"")Matt Neuman's ""49 Simple Things You Can Do to Save the Earth"" (for instance, ""Make your own honey"" and ""Share your shower."") Francis Heaney's ""Holy Tango of Poetry"" (which answers the question, ""What if poets wrote poems whose titles were anagrams of their names, i.e., 'Toilets,' by T. S. Eliot?"") And there's still more: ""The Periodic Table of Rejected Elements,"" meaningless fables, Van Gogh's Etch A Sketch drawings, a Zagat's survey of existence, an international baby-naming encyclopedia, Aristotle's long-lost treatise ""On Baseball,"" and an unhealthy selection of letters from Dr. Science's mailbag. And that's just for starters! Just remember, as one reviewer wrote of the first volume, ""Don't drink milk while reading.""Publishers WeeklyRegular readers of the New Yorker's Shouts &amp; Murmurs page and the Modern Humorist will likely have already digested some of the fare in this biennial collection of humor pieces, nearly all of which have been published elsewhere. Though big names like Steve Martin and Bruce McCall are trumpeted on the cover, the real treats can be found in the work of less famous contributors. Francis Heaney's ""Holy Tango of Poetry,"" which imagines the results of poets writing poems whose titles are anagrams of their names-e.g. ""I'm Leery Jocks"" by Joyce Kilmer, or ""Toilets"" by T.S. Eliot (""Let us go then, to the john,/ Where the toilet seats wait to be sat upon"")-is irresistibly goofy. Tim Carvell's account of his solo attempt at being a Neilsen family (he manufactured a couple of kids and wife named Gladys and made them all Eskimos) should be required reading for anyone who has ever longed to lie on annoying questionnaires. And Jeremy Simon's parody of an existential Zagat's guide is a witty send-up of a city staple (the entry for the opposable thumb reads: ""While this 'innovative' evolution-a 'pick-up joint' for the klutzy-is valued by locals for 'synergy' with its surroundings, dissenters dis it as 'overrated' 'finger food'""). Silly lists, ""unnatural histories,"" fake correspondences and countless other oddball selections round out this amusing volume. (Nov.) Copyright 2003 Cahners Business Information.","2002","5"
"The Best American Poetry 2003","Yusef Komunyakaa","9780743203883","""Poetry encourages us to have dialogue through the observed, the felt, and the imaginary,"" writes editor Yusef Komunyakaa in his thought-provoking introduction to The Best American Poetry 2003. As a black child of the American South and a decorated veteran of the Vietnam War, Komunyakaa brings his singular vision to this outstanding volume. Included here is a diverse mix of senior masters, crowd-pleasing bards, rising stars, and the fresh voices of an emerging generation. With comments from the poets elucidating their work and series editor David Lehman's eloquent foreword assessing the state of the art, The Best American Poetry 2003 is a must-have for readers of contemporary poetry.  Jonathan Aaron  Beth Anderson  Nin Andrews  Wendell Berry  Frank Bidart  Diann Blakely  Bruce Bond  Catherine Bowman  Rosemary Catacalos  Joshua Clover  Billy Collins  Michael S. Collins  Carl Dennis  Susan Dickman  Rita Dove  Stephen Dunn  Stuart Dybek  Charles Fort  James Galvin  Amy Gerstler  Louise GlÜck  Michael Goldman  Ray Gonzalez  Linda Gregg  Mark Halliday  Michael S. Harper  Matthea Harvey  George Higgins  Edward Hirsch  Tony Hoagland  Richard Howard  Rodney Jones  Joy Katz  Brigit Pegeen Kelly  Galway Kinnell  Carolyn Kizer  Jennifer L. Knox  Kenneth Koch  John Koethe  Ted Kooser  Philip Levine  J. D. McClatchy  W. S. Merwin  Heather Moss  Stanley Moss  Paul Muldoon  Peggy Munson  Marilyn Nelson  Daniel Nester  Naomi Shihab Nye  Ishle Yi Park  Robert Pinsky  Kevin Prufer  Ed Roberson  Vijay Seshadri  Alan Shapiro  Myra Shapiro  Bruce Smith  Charlie Smith  Maura Stanton  Ruth Stone  James Tate  William Tremblay  Natasha Trethewey  David Wagoner  Ronald Wallace  Lewis Warsh  Susan Wheeler  Richard Wilbur  C. K. Williams  Terence Winch  David Wojahn Robert Wrigley  Anna Ziegler  Ahmos Zu-Bolton IIPublishers WeeklyBy now readers are able to peruse these volumes with the sort of familiar affection given to the beloved family nuisance. This year, series editor David Lehman's temperature-taking preface reminds us of Ruth Lilly's colossal $100 million bequest to Poetry Magazine, and notes that you can now collect poet cards and purchase poet swimsuit calendars. The contributors' notes at the back of the book eat up more available pages than usual as they recount what particular works of art or jazz tracks made the authors write their ""best"" poems, while a modest voice indicates that this marks their 8th or 10th appearance in the series. Guest editor Komunyakaa (Neon Vernacular, 1994) argues that the avant-garde, which he terms the ""exploratory"" movement, exists as ""a poetry that borders on cultivated solecism and begs theorists to decipher it"" and that it is ""death in language""; by contrast, the poetry he has chosen ""has content."" Finally, the poems themselves appear; here are fresh gems from Richard Howard, W. S. Merwin, Galway Kinnell (a spectacular threnody on the fall of New York's World Trade Center towers), Carolyn Kizer, Rita Dove, Richard Wilbur, James Tate, Louise Gleck, Philip Levine, C.K. Williams, and the three most recent Pulitzer Prize winners, Stephen Dunn, Carl Dennis and Paul Muldoon. Two other poets stand out-Amy Gerstler contributes an amusing Gilda Radner-like piece about misreading a mailer that wants to send her ""Beethoven's Greatest Symphonies,"" while Ruth Stone (b. 1915) gives the proceedings a suitably youthful air with her speculative ""Lines"": ""Voice, perhaps you are the universe;/ the hum of spiders."" Nowhere near as lively as last year's Robert Creeley-edited compilation, the 16th edition of this annual has pleasures of its own. (Oct.) Copyright 2003 Reed Business Information.","2003","5"
"The Best American Poetry 2008","Charles Wright","9780743299756","The Best American Poetry series is a beloved mainstay of American poetry. This year's edition was edited by one of the most admired and acclaimed poets of his generation, Charles Wright. Known for his meditative and beautiful observations of landscape, change, and time,Wright brings his particular sensibility to this year's anthology, which contains an ecumenical slant that is unprecedented for the series. He has gathered an astonishing selection of work that includes new poems by Carolyn Forché, Jorie Graham, Louise Glück, Frank Bidart, Frederick Seidel, Patti Smith, and Kevin Young and showcases a dazzling array of rising stars like Joshua Beckman, Erica Dawson, and Alex Lemon.With captivating and revelatory notes from the poets on their works and sage and erudite introductory essays by Wright and series editor David Lehman, The Best American Poetry 2008 will be read, discussed, debated, and prized for years to come.Publishers WeeklyIn his bullet-pointed introduction to this year's volume in this popular annual anthology series, prolific Pulitzer winner Wright makes it known that he is interested in emotional intensity, and its capacity to give poems shape and beauty, more than in any particular aesthetic camp: ""cleverness is not what endures. Only pain endures. And the rhythm of pain."" Poems here might be called confessional, hip, avant-garde, edgy and conservative. Powerful if hairy poems by Marvin Bell, Alex Lemon and D. Nurkse are good examples of the range of what Wright likes, as is Rae Armantrout's stark and hurting elegy for Robert Creeley: ""The present is cupped// by a small effort/ of focus-// its muscular surround.// You're left out."" Many of the usual suspects-Ashbery, Glück, Merwin, Graham, Charles Simic-are represented by strong poems. Also here are representatives of the generation now entering mid-career, like D.A. Powell, Natasha Trethewey and Kevin Young. Some of the most exciting poems come from writers whose stars are still rising, such as an extraordinary meditation on love by Mary Szybist: ""The Puritans thought that we are granted the ability to love/ Only through miracle,/ But the troubadours knew how to burn themselves through,/ How to make themselves shrines to their own longing."" (Sept.)Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.","2008","5"
"The Best American Poetry 2009","David Wagoner","9781615521647","David Wagoner writes about regular lives with plain grace and transcendent humanity, and the seventy-five poems he has chosen for the 2009 edition of The Best American Poetry grapple with life, celebrate freedom, and teem with imaginative energy. With engaging notes from the poets, Wagoner's superb introductory essay, series editor David Lehman's astute foreword about the current state of poetry and criticism, and cover art from the beloved poet John Ashbery, The Best American Poetry 2009 is a memorable and delightful addition to a series dedicated to showcasing the work of poets at their best.Publishers WeeklyFrom the moment series editor David Lehman invokes the myth of Jacob wrestling the Angel in his introduction, the gloves are off in this year's installment of this popular annual anthology. Lehman devotes much of his introduction to throwing jabs at longtime sparring partner and professional poetry grump William Logan, whom Lehman calls “wounded” and “thin skinned.” Guest editor Wagoner chooses to abstain from the scuffle, but there's no denying the aesthetic character amassed by the poems he's selected: American poets not only want to talk about their country this year, they want to talk violence in (and toward) their country. “They came to blow up America,” writes John Ashbery, followed hard on his heels by Mark Bibbins, who warns our fifth state, “Connecticut! we're sawing you in half.” Denise Duhamel envisions “How It Will End” (“We look around, but no one is watching us”) and Rob Cook, in his bold and incantatory “Song of America,” tells us, “I'm raising my child to drown and drop dead and to carry buildings on his back.” It appears our poets are at last ready to confront the hysteria and violence of the past eight years, and who can say there's a better year than 2009 to begin. (Sept.)","2009","7"
"The Best American Poetry 2006","Billy Collins","9780743257596","Billy Collins, one of our most beloved poets, has chosen poems of wit, humor, imagination, and surprise, in a range of styles and forms, for The Best American Poetry 2006. The result is a celebration of the pleasures of poetry. In his charming and candid introduction Collins explains how he chose seventy-five poems from among the thousands he considered. With insightful comments from the poets illuminating their work, and series editor David Lehman's thought-provoking foreword, The Best American Poetry 2006 is a brilliant addition to a series that links the most noteworthy verse and prose poems of our time to a readership as discerning as it is devoted to the art of poetry.Publishers WeeklyIn the 19th installment of this annual series, former poet laureate Collins (The Trouble with Poetry, 2005), one of America's most popular poets ever, has culled the typical handful of big names and some surprising new voices from more than 50 American literary publications. Collins's predilections for accessibility, humor and tidy forms are evident, but there are also surprises. Usual suspects former Best American editors Ashbery (who surprises with a poem in neatly rhymed couplets), Hass, Simic, Tate and Muldoon, as well as Mary Oliver meet rising masters like Kay Ryan (""A bird's/ worth of weight/ or one bird-weight/ of Wordsworth""), Vijay Seshadri and Franz Wright. Most interesting, however, is the chance each volume offers to see which up-and-comers make the cut. This year's roster includes edgy poems by Joy Katz, Danielle Pafunda (""my hair cramped with sexy""), Terrance Hayes, and Christian Hawkey (""O my/ beloved shovel-nosed mole""), among others. Collins's surprising and opinionated introduction in which he admits that, unlike some of series editor David Lehman's previous guest editors, ""the designation `best' doesn't bother me,"" and offers his definition of a good poem (often one that ""starts in the factual"" and displays ""a tone of playful irreverence"") may cause some controversy. (Sept.) Copyright 2006 Reed Business Information.","2006","8"
"The Best American Poetry 2007","Heather McHugh","9780743299732","The twentieth edition of the Best American Poetry series celebrates the rich and fertile landscape of American poetry. Renowned poet Heather McHugh loves words and the unexpected places they take you; her own poetry elevates wordplay to a species of metaphysical wit. For this year's anthology McHugh has culled a spectacular group of poems reflecting her passion for language, her acumen, and her vivacious humor.Graced with McHugh's fascinating introduction, the book includes the poets' valuable comments on their work, as well as series editor David Lehman's engaging foreword that limns the necessity of poetry. The Best American Poetry 2007 is an exciting addition to a series committed to covering the American poetry scene and delivering great poems to a broad audience.Publishers WeeklyThe 20th volume in America's most popular annual poetry anthology series is perhaps the most esoteric. McHugh, an unusual poet herself, who says she is ""Fond of the textures of a text, the matter of a letter,"" has tried to assemble what she feels is a cohesive anthology rather than simply a gathering of favorite poems from this past year's literary magazines. As ever, some familiar names-former editors and famous poets-appear: John Ashbery, Billy Collins (""Who has time for sunlight falling on the city""), Robert Creeley, Louise Glück, Robert Hass, Robert Pinsky, Galway Kinnell. But there are also a number of representatives, such as Rae Armantrout and Christian Bök (""selves we woo/ we lose// losses we levee/ we owe""), from off-center traditions. A few of the newbies tend toward the experimental, such as Ben Lerner and Danielle Pafunda: ""Do he &amp; he have a big muscle in the arm from the aiming?"" All and all, this is a riskier than usual volume, though also full of familiar pleasures. Certainly it attests to poetry's continuing vitality. (Sept.)Copyright 2007 Reed Business Information","2007","5"
"Erotique Noire: Black Erotica","Miriam Decosta-Willis","9780385423090","A collective work of art whose time has come. Of lasting value for all lovers of literature and the erotic, this is a glorious, groundbreaking celebration of black sensuality, including works by Alice Walker, Ntozake Shange, and many more.","1992","3"
"Multicultural Children's Literature: Through the Eyes of Many Children","Donna E. Norton","9780135145289","This book includes both a large source for and section on how to use multicultural literature with students, as well as the latest in research and issues related to the topic. The materials noted in the book are both authentic and non-stereotyped. The book develops techniques that encourage higher thought processes, helping adults evaluate literature to determine authenticity and an understanding of the various cultures.","2008","0"
"Blacklegs, Card Sharps, and Confidence Men","Thomas Ruys Smith","9780807136362","In 1836 Benjamin Drake, a midwestern writer of popular sketches for newspapers of the day, introduced his readers to a new and distinctly American rascal who rode the steamboats up and down the Mississippi and other western waterwaysùthe riverboat gambler. These men, he recorded, ôdress with taste and elegance; carry gold chronometers in their pockets; and swear with the most genteel precision. . . . Every where throughout the valley, these mistletoe gentry are called by the original, if not altogether classic, cognomen of æBlack-legs.AÆö In Blacklegs, Card Sharps, and Confidence Men, Thomas Ruys Smith collects nineteenth-century stories, sketches, and book excerpts by a gallery of authors to create a comprehensive collection of writings about the riverboat gambler. Long an iconic figure in American myth and popular culture but, strangely, one that has never until now received a book-length treatment, the Mississippi River gambler was a favorite character throughout the nineteenth centuryùone often rich with moral ambiguities that remain unresolved to this day. In the absorbing fictional and nonfictional accounts of high stakes and sudden reversals of fortune found in the pages of SmithAÆs book, the voices of canonized writers such as William Dean Howells, Herman Melville, and, of course, Mark Twain hold prominent positions. But they mingle seamlessly with lesser-known pieces such as an excerpt from Edward WillettAÆs sensationalistic dime novel Flush FredAÆs Full Hand, raucous sketches by anonymous Old Southwestern humorists from the Spirit of the Times, and colorful accounts by now nearly forgotten authors such as Daniel R. Hundley and George W. Featherstonhaugh. Smith puts the twenty-eight selections in perspective with an Introduction that thoroughly explores the history and myth surrounding this endlessly fascinating American cultural icon. While the riverboat gambler may no longer ply his trade along the Mississippi, Blacklegs, Card Sharps, and Confidence Men makes clear the ways in which he still operates quite successfully in the American imagination.","2010","8"
"The Portable Sixties Reader","Ann Charters","9780142001943","Compiled by a lifelong scholar of the Beat generation, this anthology contains excerpts from essays, speeches, poetry, and fiction representative of the American counterculture of the 1960s. Included are the words of Allen Ginsberg on conducting a demonstration, Gloria Steinem on unlearning sexism, and Malcolm X on fighting for voting rights. The volume concludes with a selection of ten elegies, including Archibald MacLeish's ""Hemingway"" and a poem for Janis Joplin by Marilyn Hacker. Annotation (c)2003 Book News, Inc., Portland, ORSeattle TimesAbsorbing...a collection to be read...seething with emotion and urgency...","2002","9"
"The Portable Jack Kerouac","Jack Kerouac","9780143105060","The definitive Kerouac collection-now in Penguin Classics To coincide with the 50th anniversary celebration of On the Road, Penguin Classics republishes this landmark collection. The Portable Jack Kerouac made clear the ambition and accomplishment of Kerouac's ""Legend of Duluoz""-the story of his life told in his many ""true story"" novels. Featuring selections from Kerouac's autobiographical fiction, as well as from his poetry, criticism, Buddhist writings, and letters, The Portable Jack Kerouac offers a total immersion in an American master.Publishers WeeklyMuch as Viking's Portable William Faulkner rekindled interest in Faulkner because his editor, Malcolm Cowley, had the brainstorm of pulling together a map of Faulkner's epic Yoknapatawpha County series of novels and stories in order to give the work a new coherence, so Kerouac gains new stature as a result of labors by his biographer, Charters (Kerouac: A Biography). Here she chronologically excerpts the perhaps 16 volumes of the Legend of Duluoz to create a map of Kerouac's oeuvre, which, according to the publisher, he had planned before his death. She supports it not only with fat slices of Kerouac's best writing but also with an investigation into his bop prosody that gives his jazz-riff style a new currency. In fact, this volume may deal a fist in the face of the English sentence, because Kerouac's revamping of the sentence is so song-filled and emotion-ridden that its properties could well do for American prose what Whitman did for verse: give it new life. An alcoholic jamming by candlelight with scotch and pot on the kitchen table, he mixes jazz with Rimbaud's derangement of the senses to create a vehicle for his own anguish as he recollects his life on the run. The Portable shows Kerouac at his best as a riff artist but also gathers to stronger effect than any single Kerouac novel. Includes selections from his poetry and experimental novels. (Mar.)","2007","2"
"The Best Plays Theater Yearbook 2007-2008","Jeffrey Eric Jenkins","9780879103668","Continuing a tradition that dates back to 1920, this beloved annual honors 10 new plays and musicals and three regional plays cited in the Harold and Mimi Steinberg New Play Awards and Citations competition. As always, The Best Plays Theater Yearbook includes a comprehensive collection of facts and figures about the year in United States theatre. The Best Plays of 2007-2008 were chosen from Broadway, Off-Broadway, and Off-Off-Broadway productions of new plays that opened between June 1, 2007 and May 31, 2008. Individual essays celebrate each work. The plays are: Adding Machine, by Jason Loewith and Joshua Schmidt; August: Osage County, by Tracy Letts; The Farnsworth Invention, by Aaron Sorkin; Dividing the Estate, by Horton Foote; Eurydice, by Sarah Ruhl; 100 Saints You Should Know, by Kate Fodor; The Receptionist, by Adam Bock; Rock 'n' Roll, by Tom Stoppard; The Seafarer, by Conor McPherson; Yellow Face, by David Henry Hwang. SPECIAL CITATION: Peter and Jerry, by Edward Albee.","2009","6"
"I Am the Darker Brother: An Anthology of Modern Poems by African Americans","Arnold Adoff","9780689808692","'I Am the Darker Brother' exposes the quintessential African American, a proud, lonely, vulnerable yet independent human being who has forged out of hardship that combination of endurance, understanding, and spirit called soul.Children's LiteratureYou couldn't have a richer collection of the most prominent contemporary African-American poets. Names like Langston Hughes, Maya Angelou, Gwendolyn Brooks, Amiri Baraka, and Rita Dove fill its pages. Through the lyrical medium of poetry, this anthology strives to illuminate the soul of the quintessential African-American. The hardship of history and the hope for the future resound from section to section. Readers follow the poets on a journey of a collective heritage that will forever affect future generations.","1997","1"
"Solomon Northup's Twelve Years a Slave: And Plantation Life in the Antebellum South","Solomon Northup","9781887366755",,"2007","6"
"Age Ain't Nothing But a Number: Black Women Explore Midlife","Carleen Brice","9780807028230","Finally, a collection that celebrates, considers, contemplates, even criticizes'midlife' from a black woman's point of view. Age Ain't Nothing but a Number ranges over every aspect of black women's lives: personal growth, family and friendship, love and sexuality, health, beauty, illness, spirituality, creativity, financial independence, work, and scores of other topics.Midlife today isn't your grandmother's'change of life.' Today, black women call hot flashes 'power surges,' and menopause, the 'pause that refreshes.' These days, middle-aged women may be newlyweds or new mothers, as well as grandmothers or widows. They may experience the empty-nest syndrome and then the 'return-to-the-nest syndrome' as adult children move back home. They may navigate the field of Internet dating, travel the world, teach homeless women, take up pottery, or study international business.This anthology captures all of these aspects of midlife as experienced by some of the finest voices in African-American writing today. Featuring the work of Maya Angelou, J. California Cooper, Pearl Cleage, Nikki Giovanni, Susan L. Taylor, Alice Walker, and dozens of others, Age Ain't Nothing but a Number will make readers think, laugh, and cry and will be the perfect gift book for spring.Library JournalIn this anthology of essays, plus some fiction and poetry, 41 African American women share their sometimes humorous and sometimes painful experiences with middle age. Divided into four sections-""A New Attitude,"" ""New Bones,"" ""Roots,"" and ""In Search of Satisfaction""-these works focus on relationships, health, spirituality, and other relevant topics. An English professor throws a ball rather than a party in honor of her 50th birthday, a poet says good-bye to her monthly cycle, two doctors discuss menopause myths, a broadcast journalist tells of the joys of adoption, and a woman's health activist comments on safe sex among seniors. Such writers as Nikki Giovanni, Diane Donaldson, Miriam Decosta-Willis, and Maya Angelou speak of the fear of aging, dealing with breast reduction surgery, facing the death of a spouse, and finding romance. Whether these women are celebrating or bemoaning the process of growing old, the result is a wonderful compilation. Recommended for women's collections and for public libraries.-Ann Burns ""Library Journal"" Copyright 2003 Reed Business Information.","2003","5"
"A Companion to African American Literature","Gene A. Jarrett","9781405188623","A Companion to African American Literature presents a comprehensive overview of&nbsp;the field&nbsp;from the eighteenth century to the present day. Embracing the full range of African American literature, essays explore forms, themes, genres, historical contexts, and major authors, and present the latest critical approaches. Featuring contributions from both established and rising&nbsp;scholars, whose in-depth essays cover the Black Atlantic and the New World literatures of the African Diaspora in the late eighteenth and early nineteenth centuries, the rise of antislavery literature and the African American novel in the decades leading into the Civil War, the evolution of African American literary genres and political thought between the Civil War and World War One, the modern development of African American cultural media, literary aesthetics, and political ideologies between the World Wars, and the literary and methodological complexities of contemporary African American literature, A Companion to African American Literature offers invaluable insights for anyone wishing to gain a deeper understanding of one of America’s richest and most complex literary traditions.","2010","6"
"Up All Night: Adventures in Lesbian Sex","Stacy Bias","9781555837471","True stories of lesbian eros.","2004","9"
"The Norton Anthology of American Literature: Volume E: 1945 to the Present","Jerome Klinkowitz","9780393927436","Firmly grounded in the core strengths that have made it the best-selling undergraduate survey in the field, The Norton Anthology of American Literature has been revitalized in this Seventh Edition through the collaboration between three new period editors and five seasoned ones.","2007","3"
"The Best American Poetry 2010","Amy Gerstler","9781439181454","AMY GERSTLER’S COMMITMENT TO INNOVATIVE POETRY that conveys meaning, feeling, wit, and humor informs the cross section of poems in the 2010 edition of The Best American Poetry. The works collected here represent the wealth, the breadth, and the tremendous energy of poetry in the United States today. Featuring poems from some of our country’s top bards, including John Ashbery, Anne Carson, Louise GlÜck, Sharon Olds, and Charles Simic, The Best American Poetry 2010 also presents poems that poignantly capture the current moment, such as the sonnets John Updike wrote to chronicle his dying weeks. And there are exciting poems from a constellation of rising stars: Bob Hicok, Terrance Hayes, Denise Duhamel, Dean Young, and Elaine Equi, to name a very few. The anthology’s mainstays are in place: It opens with series editor David Lehman’s incisive foreword about the state of American poetry and has a marvelous introduction by Amy Gerstler. Notes from the poets, illuminating their poems and their writing processes, conclude this delightful addition to a classic series.Dick Allen • John Ashbery • Sandra Beasley • Mark Bibbins • Todd Boss • Fleda Brown • Anne Carson • Tom Clark • David Clewell • Michael Collier • Billy Collins • Dennis Cooper • Kate Daniels • Peter Davis • Tim Dlugos • Denise Duhamel • Thomas Sayers Ellis • Lynn Emanuel • Elaine Equi • Jill Alexander Essbaum • B. H. Fairchild • Vievee Francis • Louise GlÜck • Albert Goldbarth • Amy Glynn Greacen • Sonia Greenfield • Kelle Groom • Gabriel Gudding • Kimiko Hahn • Barbara Hamby • Terrance Hayes • Bob Hicok • Rodney Jones • Michaela Kahn • Brigit Pegeen Kelly • Corinne Lee • Hailey Leithauser • Dolly Lemke • Maurice Manning • Adrian Matejka • Shane McCrae • Jeffrey McDaniel • W. S. Merwin • Sarah Murphy • Eileen Myles • Camille Norton • Alice Notley • Sharon Olds • Gregory Pardlo • Lucia Perillo • Carl Phillips • Adrienne Rich • James Richardson • J. Allyn Rosser • James Schuyler • Tim Seibles • David Shapiro • Charles Simic • Frank Stanford • Gerald Stern • Stephen Campbell Sutherland • James Tate • David Trinidad • Chase Twichell • John Updike • Derek Walcott • G. C. Waldrep • J. E. Wei • Dara Wier • Terence Winch • Catherine Wing • Mark Wunderlich • Matthew Yeager • Dean Young • Kevin Young","2010","1"
"Sister Nations: Native American Women Writing on Community","Heid E. Erdrich","9780873514286","Although including some fiction and a few essays, the majority of this collection presents poetry. All of the contributions are written by Native American women and in some way reflect on the relations of women to their community. The writings reflect on transformation in the female experience, the theme of inner strength, reactions to stereotypes and simplified images, or love and sex. Annotation c. Book News, Inc., Portland, ORLibrary JournalIn this anthology, 49 women share their experiences as Native Americans through poetry, essays, and short fiction. Divided into four sections ""Changing Women,"" ""Strong Hearts,"" ""New Age Pocahontas,"" and ""In the Arms of the Skies"" the selections focus on the centrality of the Native experience. Writers including Louise Erdrich, Joy Harjo, and Roberta Hill tell of harsh mothers, gentle mothers, drunken fathers, strong fathers, and children growing up in a white world. The range of the collection is represented by the titles ""First Woman,"" ""Shadow Sisters,"" ""Piece Quilt: An Autobiography,"" ""Red Hawk Woman,"" ""Grandmother, Salish Mathematician,"" and ""The Frybread Queen,"" among others. The end material includes brief biographies of each contributor and information about the tribes they represent. These are strong, well-written stories of very real experiences and emotions. Recommended for all types of libraries. Sue Samson, Univ. of Montana Lib., Missoula Copyright 2002 Cahners Business Information.","2002","1"
"The Rienner Anthology of African Literature","Anthonia C. Kalu","9781588264916",,"2007","9"
"Approaching Literature: Writing, Reading, Thinking","Peter Schakel","9780312452834","Developed by authors with more than 50 years of teaching experience between them, Approaching Literature has been designed as a true alternative to more traditional literature anthologies. The authors conceived this anthology with three principles in mind: (1) that exposing students to the widest array of literature can help every one find common ground with that literature; (2) that contemporary literary works can serve as entry points to reading and appreciating the canonical literature that students often find unfamiliar, intimidating, and sometimes irrelevant; and (3) that the instruction in reading and writing about literature should be accessible and jargon-free to all students, not just potential English majors. With its streamlined and student-friendly instructional text, and its ongoing commitment to showcasing the most engaging and diverse literary works publishing right now, Approaching Literature is built from the ground up with today's students in mind.","2007","2"
